, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, Airbags, Seat Belt Warning, Overspeed Warning, Anti theft Engine immobilizer, Type of Instrument Cluster / Dashboard Display, Trip Meter, Low Fuel Warning, Parking Sensors, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Brake Assist in Emergency (BA), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Child Lock, Clock, Air Conditioner, Heater, Front AC, Power Windows, Pockets in Front Seat-back, Body Coloured Bumpers, Central Locking, Integrated Music System, Unit / Display Size, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, 12V Power Outlets, Roof Mounted Antenna, Rub - Strips, Infotainment Display, GPS & Navigation, Alternate Fuel, NCAP Rating (Best - 5 Star), Middle rear three-point seatbelt, Vanity Mirrors on Sun Visors, Electronic Stability Program (ESP), Speed Sensing Door Lock, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Door Not Closed Warning, Active Gear Display, Voice Command Support, Steering Mounted Controls, Gear Shift Indicator, Others, Body Kit, Hill Hold Assist, Third Row Seats Type, Anti-glare Rear View Mirrors, Split Rear Seat, Window Control: One Touch -Down, Steering Adjustment, Rear Wiper, Rear Glass Defogger, Turn Indicators on ORVM, Push Button Start / Stop, Fog Lamps, Anchor Points for Child Seat, Adjustable Cluster Brightness, CD Player, DVD Playback, Adjustment Options - Rear Row Seat, Seat Adjustment, Parking Assist, Daytime Running Lights, Puddle Lights, WIndow Control: One Touch - Up, Leather-wrapped Steering, Cruise Control Driving Mode, Automatic Head Lights, Follow me home head Lights, Rear AC, Armrest for Rear Seat, Reading Lamp for Rear Passengers, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Alexa Compatibility, Geo-Fence, Driver Armrest, Storage in Driver Armrest, Heads Up Display (HUD), Lights on Vanity Mirrors, Traction Control, Chrome Finish Exhaust pipe, Turbo / SuperCharger, Flashing Emergency Brake Light , Wireless Charger, Light inside Glove Box, Remote AC Control Via app, Sunglass Holder, Sunroof / Moonroof, Leather-wrapped Gear Knob, Ambient or soft Interior Lighting, Cooled Glove Box, Battery, Adjustment Options - Third Row Seat, Split Third Row Seat, Third Row Cup Holders, Blinds - Rear Windshield, Head Rest for Middle Rear Seat, 4x4 or All Wheel Drive, Hill Descent Control, Differential Lock, Electric Motor, Peak Motor Performance, Battery Warranty (Years), Tyre Pressure Monitoring (TPMS), Ventilated Seats, Ventilated Seat Type, Limited Slip Differential (LSD)
135, Mild Hybrid(Electric + Petrol), Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1185, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Smart Hybrid,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Dynamic," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information,,,,,,,,,,
136, Mild Hybrid(Electric + Petrol)," Automatic (TC) - 6 Gears, Paddle Shift",,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1198, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Zeta Smart Hybrid AT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, Reverse Camera, LED,, Driver,,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,,,,No information,,No information,No information,No information,,,No information,,,,,,,No information,,,,,,,,,,
137, Mild Hybrid(Electric + Petrol), Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1185, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Dual Tone Smart Hybrid,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Dynamic," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information,,,,,,,,,,
138, Mild Hybrid(Electric + Petrol), Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, AWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1260, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Smart Hybrid AllGrip,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Dynamic," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,No information,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information, Torque-On-Demand,No information, Electronic,,,,,,,
139, Mild Hybrid(Electric + Petrol)," Automatic (TC) - 6 Gears, Paddle Shift",,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1210, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Smart Hybrid AT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information,,,,,,,,,,
140, Mild Hybrid(Electric + Petrol), Manual - 5 Gears,,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, AWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1260, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Dual Tone Smart Hybrid AllGrip,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Dynamic," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,No information,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information, Torque-On-Demand,No information, Electronic,,,,,,,
141, Mild Hybrid(Electric + Petrol)," Automatic (TC) - 6 Gears, Paddle Shift",,," 1462 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", K15C + Mild Hybrid System, 102 bhp @ 6000 rpm, 136.8 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 373, 45, 5, 4345, 1795, 1645, 2600, 210, 1210, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Analogue - Digital , Electronic 2 Trips,No information, Rear,No information, Analogue," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black + Bordeaux, Front and Rear, Front & Rear, Front & Rear, 2, 40000, Not Applicable,Maruti Suzuki Grand Vitara Alpha Dual Tone Smart Hybrid AT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop", Cladding - Black/Grey,No information,, Manual - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,, Driver & Co-Driver,,,,No information,,No information,No information,No information, Panoramic Sunroof,,No information,,,,,,,No information,,,,,,,,,,
142, Hybrid (Electric + Petrol), Automatic (CVT) - CVT Gears,,," 1490 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", M15D + Strong Hybrid, 91 bhp @ 5500 rpm, 122 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 265, 45, 5, 4345, 1795, 1645, 2600, 210, 1290, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information, Digital," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black with Chanpagne Gold Accents, Front and Rear, Front & Rear, Front & Rear, 2, 40000, 160000,Maruti Suzuki Grand Vitara Zeta Plus Intelligent Hybrid eCVT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", Cladding - Black/Grey,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, Reverse Camera, LED,, Driver,,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,No information, Driver & Co-Driver,,,,No information,No information,No information,No information,No information, Panoramic Sunroof,,No information,,"  Lithium Ion, 177.6 Volt,Battery Placed In Boot",,,,,No information,,,, 1 3 Phase AC Induction Motor Placed At Front  Axle," 79 bhp @ 3995 rpm, 141 Nm", 8,,,,
143, Hybrid (Electric + Petrol), Automatic (CVT) - CVT Gears, 27.97, 1259," 1490 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", M15D + Strong Hybrid, 91 bhp @ 5500 rpm, 122 Nm @ 4400 rpm, FWD, BS 6, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 265, 45, 5, 4345, 1795, 1645, 2600, 210, 1290, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information, Digital," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Fabric," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black with Chanpagne Gold Accents, Front and Rear, Front & Rear, Front & Rear, 2, 40000, 160000,Maruti Suzuki Grand Vitara Zeta Plus Dual Tone Intelligent Hybrid eCVT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", Cladding - Black/Grey,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, Reverse Camera, LED,, Driver,,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,No information, Driver & Co-Driver,,,,No information,No information,No information,No information,No information, Panoramic Sunroof,,No information,,"  Lithium Ion, 177.6 Volt,Battery Placed In Boot",,,,,No information,,,, 1 3 Phase AC Induction Motor Placed At Front  Axle," 79 bhp @ 3995 rpm, 141 Nm", 8,,,,
144, Hybrid (Electric + Petrol), Automatic (CVT) - CVT Gears,,," 1490 cc, 3 Cylinders Inline, 4 Valves/Cylinder, DOHC", M15D + Strong Hybrid, 91 bhp @ 5500 rpm, 122 Nm @ 4400 rpm, FWD, BS6 Phase 2, Power assisted (Electric), 5.4, MacPherson Strut, Torsion Beam, Alloy Wheels, 215 / 60 R17, 215 / 60 R17, Steel, 265, 45, 5, 4345, 1795, 1645, 2600, 210, 1295, 2, 5," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information, Digital, Electronic 2 Trips,No information, Rear,No information, Digital," Android Auto (Wireless), Apple Car Play (Wireless)",No information, Ventilated Disc, Disc,No information,No information,, Leatherette," 8 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Body Coloured, Chrome, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED,No information, LED, Dual Tone, Black with Chanpagne Gold Accents, Front and Rear, Front & Rear, Front & Rear, 2, 40000, 160000,Maruti Suzuki Grand Vitara Alpha Plus Intelligent Hybrid eCVT,No information, Digital, Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", Front & Rear,No information,No information, Keyless,No information, Not Applicable, 6,No information, Phone & Audio Streaming,No information,No information,No information,,No information,No information,, Touch-screen Display,,,,No information, Driver & Co-Driver,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,," Regenerative Braking, Idle Start/Stop, Pure Electric Driving Mode", Cladding - Black/Grey,No information,, Electronic - Internal Only, 60:40 split, Driver, Tilt & Telescopic,No information,No information,No information,No information,,No information,No information,,," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", 4 Way, 360 Camera, LED,No information, Driver,No information,No information,No information,No information," Blower, Vents Behind Front Armrest", With Cup Holder, Both Sides,No information,No information,No information,No information,No information,,No information,No information,No information,No information,No information, Driver & Co-Driver,,,,No information,No information,No information,No information,No information, Panoramic Sunroof,,No information,,"  Lithium Ion, 177.6 Volt,Battery Placed In Boot",,,,,No information,,,, 1 3 Phase AC Induction Motor Placed At Front  Axle," 79 bhp @ 3995 rpm, 141 Nm", 8,No information, Front only, Cooled,
