, Fuel Type, Transmission, Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, Seat Belt Warning, Child Lock, Overspeed Warning, Speed Sensing Door Lock, Anti theft Engine immobilizer, Central Locking, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Real Time Mileage, Average Speed, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Gear Shift Indicator, Parking Sensors, Clock, Tachometer, Android / Apple Connectivity , Air Conditioner, Heater, Front AC, 12V Power Outlets, Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Power Windows, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Tyre Pressure Monitoring (TPMS), Integrated Music System, Unit / Display Size, Steering Mounted Controls, Speakers, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, Aux Support, iPod Compatibility, MP3 Playback, Steering Adjustment, Rear AC, Vanity Mirrors on Sun Visors, Anti-glare Rear View Mirrors, Window Control: One Touch -Down, Follow me home head Lights, Daytime Running Lights, Pockets in Front Seat-back, Roof Mounted Antenna, Cruise Control Driving Mode, Adjustable Cluster Brightness, Parking Assist, Infotainment Display, Voice Command Support, Electronic Stability Program (ESP), Hill Hold Assist, Rear Glass Defogger, Turn Indicators on ORVM, Automatic Head Lights, Fog Lamps, Wireless Charger, Leather-wrapped Steering, Alternate Fuel, Headlight Height Adjuster, Anchor Points for Child Seat, Push Button Start / Stop, Adjustment Options - Rear Row Seat, Rear Wiper, Cooled Glove Box, Seat Adjustment, Armrest for Rear Seat, Leather-wrapped Gear Knob, Active Gear Display, Mileage - ARAI Reported, Driving Range (km), Ground Clearance (mm), Headlights On Reminder, Driver Armrest, Storage in Driver Armrest, Sunglass Holder, Flashing Emergency Brake Light , Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, GPS & Navigation, WIndow Control: One Touch - Up, Cornering Headlights, Puddle Lights, Ambient or soft Interior Lighting, Sunroof / Moonroof, Traction Control, Turbo / SuperCharger, Remote AC Control Via app, Body Kit, Others, Internal Hard-disk, Brake Assist in Emergency (BA), Lights on Vanity Mirrors, Alexa Compatibility, Split Rear Seat, Chrome Finish Exhaust pipe, Curb Weight (kgs), Blinds - Side Window, Blinds - Rear Windshield, Reading Lamp for Rear Passengers, Doot Sill Plates, Ventilated Seats, Ventilated Seat Type, Minimum Turning Radius, Middle rear three-point seatbelt, Forward Collision Warning , High-beam Assist, Lane Departure Warning, AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Third Row Cup Holders, Electric Motor, Peak Motor Performance, Battery, Battery Charging, Head Rest for Middle Rear Seat, Rub - Strips, Battery Warranty (Years), Hill Descent Control, Differential Lock, Rain-sensing Wipers, Light inside Glove Box, 4x4 or All Wheel Drive, Top Speed, Time for 0-100 kmph Acceleration , Puncture Repair Kit
105, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode"," 1482 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Petrol GDi Engine, 158 bhp @ 5500 rpm, 253 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 6 STR 1.5 Petrol DCT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information,,, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,,,,,,,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
106, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode"," 1482 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Petrol GDi Engine, 158 bhp @ 5500 rpm, 253 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 7, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 7 STR 1.5 Petrol DCT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information,,, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,,,,,, 60:40 split,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
107, Diesel, Manual - 6 Gears," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information, Dynamic, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature 6 STR 1.5 Diesel Dual Tone,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,, 20.4, 1020, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,,,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
108, Petrol," Automatic (DCT) - 7 Gears, Manual Override & Paddle Shift, Sport Mode"," 1482 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Petrol GDi Engine, 158 bhp @ 5500 rpm, 253 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 6 STR 1.5 Petrol  DCT Dual Tone,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information,,, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,,,,,,,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
109, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode"," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Platinum (O) 6 STR 1.5 Diesel AT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information, 18.1, 905, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,,,,, Rear - Manual,,No information, Metallic,,,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
110, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode"," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 7, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Platinum (O) 7 Seater 1.5 Diesel AT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information, 18.1, 905, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,, 60:40 split,,, Rear - Manual,,No information, Metallic,,,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
111, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode"," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 6 STR 1.5 Diesel AT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information, 18.1, 905, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,,,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
112, Diesel," Automatic (TC) - 6 Gears, Manual Override & Paddle Shift, Sport Mode"," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 7, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Partial, Front & Rear, Dark Chrome, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 7 Seater 1.5 Diesel AT,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information, 18.1, 905, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,, 60:40 split,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
113, Diesel," Automatic (TC) - 6 Gears, Paddle Shift, Sport Mode"," 1493 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 1.5L Diesel CRDi engine, 113 bhp @ 4000 rpm, 250 Nm @ 1500 rpm, FWD, BS6 Phase 2, Power assisted (Electric), McPherson Strut with Coil Spring, Coupled Torsion Beam Axle, Alloy Wheels, 215 / 55 R18, 215 / 55 R18, Steel, 180, 50, 6, 4500, 1790, 1675, 2760, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Front & Rear, Digital, Digital," Android Auto (Wired), Apple Car Play (Wired)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information, Leatherette," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, seat base angle up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Captain Seats, Partial, Front & Rear, Dark Chrome, Silver, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, LED, LED, Dual Tone, Black / Cognac Brown with Piano Black Trim, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, Not Applicable,Hyundai Alcazar Signature (O) 6 STR 1.5 Diesel AT Dual Tone,No information,No information,,No information, 8,No information, Phone & Audio Streaming,No information,No information,No information,No information, Tilt & Telescopic," Blower, Vents Behind Front Armrest", Co-Driver Only, Electronic - Internal Only, Driver,No information, LED,No information,No information,No information,No information, 360 Camera, Touch-screen Display,No information,No information,No information,No information,No information,No information, LED,No information,No information,,No information,No information,No information," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)",No information,No information, 6 Way, With Cup Holder,No information,No information, 18.1, 905, 200,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information,No information, Driver,,No information,No information, Panoramic Sunroof,No information,,No information, Cladding - Black/Grey,  Idle Start/Stop,,,,,,,, Rear - Manual,,No information, Metallic, Front only, Cooled,,,,,," Blower, Vents on Pillars, Common Fan Speed Controls"," 4 way manually adjustable (backrest tilt forward / back, headrest up / down)", Bench, 50:50 split,No information,,,,,,,,,,,,,,,
114, Electric," Automatic - Not Applicable Gears, Sport Mode","  Not Applicable Cylinders Not Applicable, Not Applicable Valves/Cylinder, Not Applicable", Permanent Magnet Synchronous Motor (PMSM),,, FWD, BS 6, Power assisted (Electric), McPherson Strut Type, Multi-Link, Alloy Wheels, 215 / 55 R17, 215 / 55 R17, Space Saver, 332,, 5, 4180, 1800, 1570, 2600, 2, 5, 5 Star (Euro NCAP)," 6 Airbags (Driver, Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,No information, Keyless, Digital,No information,No information,No information,No information, Electronic 2 Trips,No information,No information,, Rear, Digital, Digital," Android Auto (Yes), Apple Car Play (Yes)", Yes (Automatic Climate Control),No information," Single Zone, Common Fan Speed Control", 1,No information, Disc, Disc,No information,No information, Leather," 10 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down, lumbar forward / back) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)", Front & Rear, Bench, Full, Front & Rear, Body Coloured, Silver, Body Coloured, Electrically Adjustable & Retractable, Electric Tailgate Release, LED Projector, LED, Single Tone, Black, Front and Rear, Front & Rear, Front & Rear,No information, 3, Unlimited, 160000,Hyundai Kona Electric Premium,No information,No information,,No information, 6,No information, Phone & Audio Streaming,No information,No information,,No information, Tilt & Telescopic,, Driver & Co-Driver, Electronic - Internal Only, Front,No information, LED,No information,No information,No information,No information, Reverse Camera with Guidance, Touch-screen Display,No information,No information,No information,No information,No information,No information, Halogen on rear,No information,No information,,No information,No information,No information,,No information,,, With Cup Holder,,No information,, 452, 172,No information,No information,No information,No information,No information,,,,,,,,No information, Front, Active,,, Electrically Adjustable,No information,,, Cladding - Black/Grey," Regenerative Braking, Pure Electric Driving Mode",,No information, Driver & Co-Driver,, 60:40 split,, 1535,,,No information, Metallic, Front only, Heated and cooled, 5.3,,,,,,,,,, 1 Permanent magnet synchronous Placed At Front  Axle, 134 bhp  395 Nm," 39.2 kWh, Lithium Ion Polymer, 327 Volt,Battery Placed Under Floor Pan"," 6.1 Hrs @ 220 Volt, 57 Mins Fast Charging",No information, Silver, 8,,,,,,,,
