, Fuel Type, Transmission, Mileage - ARAI Reported, Driving Range (km), Engine, Engine Type, Peak Power (bhp@rpm), Peak Torque (Nm@rpm), Drivetrain, Emission Standard, Steering Type, Minimum Turning Radius, Suspension - Front, Suspension - Rear, Wheels Type, Tyres Size - Front, Tyres Size - Rear, Spare Wheel, Bootspace / Dicky Capacity (L), Fuel Tank Capacity (L), Passenger Capacity, Length (mm), Width (mm), Height (mm), Wheelbase (mm), Ground Clearance (mm), Curb Weight (kgs), No of Seating Rows, No of Doors, NCAP Rating (Best - 5 Star), Airbags, Seat Belt Warning, Child Lock, Overspeed Warning, Anti theft Engine immobilizer, Puncture Repair Kit, Type of Instrument Cluster / Dashboard Display, Mileage or  Average Fuel Consumption, Distance to Empty, Trip Meter, Low Fuel Warning, Door Not Closed Warning, Adjustable Cluster Brightness, Gear Shift Indicator, Parking Sensors, Clock, Headlights On Reminder, Tachometer, Android / Apple Connectivity , Steering Adjustment, Air Conditioner, Heater, Front AC, 12V Power Outlets, Boot Access from the Last Row Seats, Brake Type - Front, Break Type - Rear, ABS - Anti Lock Braking System, EBD - Electronic Brake-force Distribution, Electronic Stability Program (ESP), Seat Upholstery, Adjustment Options - Driver Seat, Adjustment Options - Front Passanger Seat, Headrests, Rear Passenger Seats Type, Folding Rear Seat, Exterior Door Handles, Interior Door Handles, Outside Rear View Mirrors (ORVMs), Adjustable ORVM, Boot / Dikki Opener, Headlights, Headlight Height Adjuster, Tail Light, Interiors, Interior Colour(s), Lights inside Cabin, Cup Holders, Pockets inside Door, Roof Mounted Antenna, Body Coloured Bumpers, Warranty (Years), Warranty (Max Kilometres), Battery Warranty (Max Kilometres),NAME, Speed Sensing Door Lock, Central Locking, Integrated Music System, Unit / Display Size, Infotainment Display, Steering Mounted Controls, Speakers, Aux Support, MP3 Playback, Power Windows, Turn Indicators on ORVM, Follow me home head Lights, Parking Assist, FM Radio, Bluetooth Connectivity, USB / Pen-Drive Support, iPod Compatibility, Vanity Mirrors on Sun Visors, Alternate Fuel, Voice Command Support, Anti-glare Rear View Mirrors, Active Gear Display, Tyre Pressure Monitoring (TPMS), Window Control: One Touch -Down, Rear Wiper, Rear Glass Defogger, Daytime Running Lights, Fog Lamps, Cooled Glove Box, Others, Anchor Points for Child Seat, Real Time Mileage, Average Speed, Braking Performance, Lights on Vanity Mirrors, Body Kit, Flashing Emergency Brake Light , Push Button Start / Stop, Cruise Control Driving Mode, Cornering Headlights, Light inside Glove Box, Traction Control, Adjustment Options - Rear Row Seat, Armrest for Rear Seat, Rain-sensing Wipers, Automatic Head Lights, Puddle Lights, Leather-wrapped Steering, Leather-wrapped Gear Knob, Pockets in Front Seat-back, Seat Adjustment, Find My Car, Vehicle Status on App, Remote Car Lock/Unlock Via app, Remote Car Light Flashing & Honking Via app, Emergency Call, Over The Air (OTA) Updates, Geo-Fence, GPS & Navigation, Brake Assist in Emergency (BA), Doot Sill Plates, Ambient or soft Interior Lighting, Turbo / SuperCharger, Sunglass Holder, Rear AC, Driver Armrest, Storage in Driver Armrest, Sunroof / Moonroof, WIndow Control: One Touch - Up, Wireless Charger, Rub - Strips, Hill Hold Assist, Split Rear Seat, Ventilated Seats, Ventilated Seat Type, Electric Motor, Peak Motor Performance, Battery, Remote AC Control Via app, Battery Warranty (Years), Top Speed, Time for 0-100 kmph Acceleration , Battery Charging, Hill Descent Control, Reading Lamp for Rear Passengers, Forward Collision Warning , High-beam Assist, Lane Departure Warning, AC for Third Row, Adjustment Options - Third Row Seat, Third Row Seats Type, Split Third Row Seat, Third Row Cup Holders
212, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Fabric," 10 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down, lumbar up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Halogen Projector,No information, LED, Dual Tone, Grey / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XT Plus Dark Edition,No information, Keyless,No information,, Touch-screen Display,No information, 8,No information,No information, Front & Rear,No information,No information, Reverse Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Manual - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,,No information,No information,,, Cladding - Black/Grey,,No information,No information,,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,,,, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional ,, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,,,No information, 60:40 split, Rear Only,,,,,,,, 11.65,,,No information,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
213, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wired), Apple Car Play (Wired)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Oyster White / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, Reverse Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information,,,No information,,No information, 60:40 split,,,,,,,,, 11.65,,No information,,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
214, Diesel," Automatic (TC) - 6 Gears, Manual Override, Sport Mode", 14.08, 704," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Fabric," 10 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down, lumbar up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Halogen Projector,No information, LED, Dual Tone, Grey / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XTA Plus,No information, Keyless,No information,, Touch-screen Display,No information, 8,No information,No information, Front & Rear,No information,No information, Reverse Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Manual - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,,No information,No information,,, Cladding - Black/Grey,,No information,No information,,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,,,, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional ,, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,,,No information, 60:40 split,,,,,,,,, 11.48,,,No information,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
215, Diesel," Automatic (TC) - 6 Gears, Manual Override, Sport Mode", 14.08, 704," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 2 Airbags (Driver, Front Passenger)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Analogue," Android Auto (Yes), Apple Car Play (Yes)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Fabric," 10 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down, seat height up / down, lumbar up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Halogen Projector,No information, LED, Dual Tone, Grey / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XTA Plus Dark Edition,No information, Keyless,No information,, Touch-screen Display,No information, 8,No information,No information, Front & Rear,No information,No information, Reverse Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Manual - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,,No information,No information,,, Cladding - Black/Grey,,No information,No information,,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,,,, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional ,, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,,,No information, 60:40 split, Rear Only,,,,,,,, 11.48,,,No information,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
216, Diesel," Automatic (TC) - 6 Gears, Manual Override, Sport Mode", 14.08, 704," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wired), Apple Car Play (Wired)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Oyster White / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZA,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, Reverse Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information,,,No information,,No information, 60:40 split,,,,,,,,, 11.48,,No information,,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
217, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wired), Apple Car Play (Wired)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Oyster White / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ Plus,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, 360 Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,No information,,No information, 60:40 split,,,,,,,,, 11.65,,No information,,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
218, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 6, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wired), Apple Car Play (Wired)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Captain Seats, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Oyster White / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ Plus 6 S,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, 360 Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,No information,,No information, 60:40 split,,,,,,,,, 11.65,,No information,,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
219, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wired), Apple Car Play (Wired)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Gloss Black, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Earthy Brown / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ Plus Adventure,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, 360 Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,No information,,No information, 60:40 split,,,,,,,,, 11.65,,No information,,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
220, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 6, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Captain Seats, Full, Gloss Black, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Earthy Brown / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ Plus 6S Adventure,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, 360 Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,No information,,No information, 60:40 split, Front and Middle Row, Cooled,,,,,,, 11.65,,No information,No information,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
221, Diesel," Manual - 6 Gears, Sport Mode", 16.14, 807," 1956 cc, 4 Cylinders Inline, 4 Valves/Cylinder, DOHC", 2.0 L Kryotec, 168 bhp @ 3750 rpm, 350 Nm @ 1750 rpm, FWD, BS6 Phase 2, Power assisted (Hydraulic), 11.6," Independent, Lower Wishbone, McPherson Strut with Coil Spring & Anti Roll Bar", Semi Independent Twist Blade with Panhard Rod and Coil Spring, Alloy Wheels, 235 / 60 R18, 235 / 60 R18, Steel, 447, 50, 7, 4661, 1894, 1786, 2741, 205, 1825, 3, 5,," 6 Airbags (Driver, Front Passenger, 2 Curtain, Driver Side, Front Passenger Side)",No information,No information," 1 beep over 80kmph, Continuous beeps over 120kmph ",No information,, Analogue - Digital ,No information,No information, Electronic 2 Trips,No information,No information,No information,No information, Rear, Digital,No information, Digital," Android Auto (Wireless), Apple Car Play (Wireless)", Tilt & Telescopic, Yes (Automatic Dual Zone),No information," Single Zone, Common Fan Speed Control",No information,No information, Disc, Disc,No information,No information,No information, Leather," 8 way electrically adjustable (seat forward / back, backrest tilt forward / back, seat height up / down, lumbar up / down) + 2 way manually adjustable (headrest up / down)"," 6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)"," Front, Second & Third", Bench, Full, Chrome, Chrome, Black, Electrically Adjustable & Retractable, Electric Tailgate Release, Bi-Xenon Projector,No information, LED, Dual Tone, Oyster White / Black, Front and Rear," Front, Second & Third", Front & Rear,No information,No information, 3, 100000,No information,Tata Safari XZ Plus Dark Edition,No information, Keyless,No information,, Touch-screen Display,No information, 9,No information,No information, Front & Rear,No information,No information, 360 Camera,No information, Phone & Audio Streaming,No information,No information, Co-Driver Only,,No information, Electronic - Internal Only,No information,No information,,No information,No information, LED, Halogen,No information,,No information,No information,No information,, Co-Driver Only, Cladding - Black/Grey,,No information,No information, Passive,,No information," 4 way manually adjustable (seat forward / back, headrest up / down)", With Cup Holder,No information,No information,,No information,No information,No information, 4 Way,No information,No information,No information,No information,,No information,No information,,No information, Optional , Multi-colour, Turbocharged,No information," Blower, Vents on Pillars",No information,No information, Panoramic Sunroof,,No information,,No information, 60:40 split, Rear Only,,,,,,,, 11.65,,No information,No information,,,," Separate Zone, Vents on Pillars, Common Fan Speed Controls", 2 way manually adjustable (headrest up / down), Bench, 50:50 split,No information
